SEC Spectra Spectrum 2.7.0.29685
--------- Device Information -----------
Spectrum Name : ,Absorbance_0
739.36,    -0.01296602
739.78,   -0.003902858
740.20,    0.002142582
740.62,    0.001431365
741.04,    0.002986501
741.45,     0.00663678
741.87,    0.002078831
742.29,   -0.006292314
742.71,   -0.002352422
743.13,     0.01066771
743.55,     0.01143898
743.97,  -0.0007784481
744.39,   -0.005761948
744.81,   -0.001769834
745.23,   -0.001116425
745.65,   -0.003679949
746.06,   -0.003713011
746.48,   -0.001250342
746.90,    0.001760128
747.32,    0.004661032
747.74,    0.007088646
748.16,    0.008037432
748.58,    0.006144349
748.99,    0.002598651
749.41,   0.0002816731
749.83,  -0.0003284707
750.25,   0.0002299122
750.67,    0.001896817
751.09,    0.002999426
751.50,     0.00316072
751.92,     0.00594434
752.34,    0.009650237
752.76,    0.005601502
753.18,     -0.0028313
753.59,   -0.004607299
754.01,    0.007790224
754.43,     0.01187094
754.85,    0.009718804
755.27,    0.008694973
755.68,    0.007585703
756.10,     0.01389061
756.52,    0.007488838
756.94,    0.002523168
757.35,   -0.002718666
757.77,  -0.0005922188
758.19,     0.01433359
758.61,     0.01823611
759.02,    0.009091699
759.44,  -0.0008491906
759.86,    -0.00755495
760.28,   -0.008709257
760.69,   -0.004978868
761.11,    0.002254691
761.53,     0.01037213
761.94,    0.008452998
762.36,   -0.001077802
762.78,   -0.005197685
763.19,   -0.004128798
763.61,    0.007664256
764.03,     0.02235847
764.45,   -0.001000797
764.86,    -0.01173076
765.28,   -0.007527337
765.69,   -0.001778146
766.11,     0.00702945
766.53,     0.00446613
766.94,     0.01023528
767.36,     0.02013299
767.78,     0.01195038
768.19,   -0.005952004
768.61,   -0.005370555
769.03,     0.01182484
769.44,     0.01804827
769.86,     0.01025906
770.27,     0.00725282
770.69,    0.009941733
771.11,     0.01041238
771.52,    0.008736382
771.94,    0.007193017
772.35,     0.00606327
772.77,    0.005472603
773.19,    0.005579963
773.60,    0.006120989
774.02,    0.006502448
774.43,    0.006123231
774.85,    0.004654823
775.26,    0.001824988
775.68,   -0.001360966
776.09,   -0.003019175
776.51,   -0.002355243
776.92,    0.000557166
777.34,    0.003455032
777.75,    0.004558111
778.17,    0.003721218
778.58,   -0.003694138
779.00,    -0.01283165
779.41,   -0.004848087
779.83,     0.01467083
780.24,     0.01837054
780.66,    0.009075419
781.07,  -0.0008801942
781.49,  -0.0007112449
781.90,    0.009694749
782.32,   -0.005139992
782.73,   -0.006633632
783.15,   -0.005264288
783.56,  -0.0001324386
783.98,    0.006588709
784.39,     0.01098891
784.81,     0.01210197
785.22,    0.009851741
785.63,    0.006702652
786.05,    0.006706185
786.46,     0.00913249
786.88,      0.0119922
787.29,     0.01247801
787.70,    0.004027076
788.12,   -0.007396636
788.53,    -0.01141793
788.95,    -0.00784208
789.36,    0.005635767
789.77,     0.01457847
790.19,     0.01722698
790.60,     0.01074323
791.01,    0.000984628
791.43,     -0.0072251
791.84,   -0.004803317
792.25,    0.006847243
792.67,     0.01233989
793.08,    0.007644785
793.49,     0.01357246
793.91,    -0.01066816
794.32,    -0.00432291
794.73,     0.01874138
795.15,    0.006639247
795.56,    0.006857357
795.97,   0.0005983412
796.39,    0.007641993
796.80,     0.01071915
797.21,    0.009318734
797.62,    0.007294788
798.04,     0.00659545
798.45,    0.004391802
798.86,    0.002079633
799.28,   0.0009484725
799.69,    0.001376898
800.10,    0.003169346
800.51,    0.005574113
800.93,    0.006993849
801.34,    0.007130381
801.75,    0.006783048
802.16,    0.006003571
802.57,    0.005209631
802.99,    0.004443045
803.40,    0.002031544
803.81,  -0.0002559488
804.22,    0.001466629
804.63,    0.004749662
805.05,    0.008628267
805.46,     0.01292239
805.87,  -0.0006614861
806.28,   -0.009288413
806.69,    0.001568749
807.11,     0.01176268
807.52,     0.01369595
807.93,     0.01089433
808.34,    0.004985214
808.75,    0.001816904
809.16,   0.0001651825
809.57,    0.001182186
809.99,    0.004411647
810.40,      0.0083005
810.81,     0.01091287
811.22,     0.01186105
811.63,     0.01200989
812.04,     0.01077969
812.45,    0.008518764
812.86,    0.005878125
813.27,  -0.0004170774
813.68,     -0.0070636
814.10,   -0.002605533
814.51,     0.01027998
814.92,     0.01394514
815.33,    0.006890592
815.74,    0.004089067
816.15,    0.006162431
816.56,    0.003397122
816.97,   -0.002569698
817.38,   -0.005300095
817.79,   -0.004504972
818.20,   -0.001867592
818.61,    0.001962391
819.02,    0.005204748
819.43,    0.006778752
819.84,    0.007367384
820.25,    0.007284487
820.66,    0.006799539
821.07,    0.006116863
821.48,    0.005071466
821.89,    0.003935454
822.30,    0.003463547
822.71,     0.00387822
823.12,    0.004961067
823.53,    0.006228836
823.94,    0.006881169
824.35,    0.006756349
824.76,    0.006235695
825.17,    0.005215512
825.58,    0.003433372
825.99,   0.0008293037
826.40,     -0.0015634
826.80,   -0.002650623
827.21,   -0.003991208
827.62,   -0.006168491
828.03,    0.003236764
828.44,    0.002899127
828.85,    0.003623712
829.26,  -0.0007497915
829.67,   -0.002480337
830.08,  -0.0007199973
830.48,   0.0002880122
830.89,   0.0008929369
831.30,    0.003981798
831.71,    0.008373012
832.12,     0.01026342
832.53,    0.009050439
832.94,     0.00587995
833.34,    0.002093588
833.75,  -0.0003349456
834.16,  -0.0007835348
834.57,   0.0003675069
834.98,    0.002017222
835.38,    0.002324612
835.79,   0.0008782676
836.20,   -0.001813749
836.61,   -0.003937626
837.02,   -0.002621381
837.42,    0.002479432
837.83,     0.01014527
838.24,     0.01759934
838.65,     0.02056128
839.06,     0.01809729
839.46,     0.01166511
839.87,    0.003835378
840.28,   -0.001624568
840.69,   -0.003670981
841.09,   -0.003190905
841.50,   -0.001611814
841.91,    -0.00137863
842.31,   -0.003035945
842.72,   -0.005580127
843.13,   -0.007506396
843.54,   -0.006678671
843.94,   -0.002848683
844.35,    0.002888244
844.76,     0.00892218
845.16,     0.01277326
845.57,     0.01373531
845.98,     0.01266946
846.38,      0.0104082
846.79,    0.008247424
847.20,    0.006635688
847.60,    0.005052793
848.01,    0.003826038
848.42,    0.003481504
848.82,    0.004045158
849.23,    0.005679671
849.63,    0.007227059
850.04,    0.006760014
850.45,    0.004087392
850.85,  -0.0002575824
851.26,   -0.004255047
851.66,   -0.004475578
852.07,  -0.0005423283
852.48,    0.005902681
852.88,     0.01237301
853.29,     0.01571726
853.69,     0.01539067
854.10,     0.01242457
854.51,    0.007891544
854.91,    0.003972011
855.32,    0.001710813
855.72,   0.0004885932
856.13,     0.00012842
856.53,    0.000347738
856.94,   0.0008692518
857.34,    0.001871379
857.75,    0.002873074
858.15,    0.002878283
858.56,    0.001728371
858.96,  -0.0002297449
859.37,   -0.002477721
859.77,   -0.004131306
860.18,   -0.004921087
860.58,   -0.005172974
860.99,   -0.004694227
861.39,   -0.003234872
861.80,  -0.0009493803
862.20,    0.002082271
862.61,     0.00487079
863.01,    0.005955823
863.41,    0.005133167
863.82,    0.002704423
864.22,  -3.820787E-05
864.63,  -0.0006942435
865.03,    0.001279089
865.44,    0.005026747
865.84,    0.008967838
866.24,     0.01077873
866.65,    0.009981726
867.05,    0.007378231
867.46,    0.003979675
867.86,    0.001528019
868.26,   0.0006350431
868.67,   0.0007104776
869.07,    0.001435871
869.47,    0.002280155
869.88,    0.003014189
870.28,    0.003993394
870.68,    0.004855603
871.09,    0.004966437
871.49,    0.004259327
871.89,    0.002694991
872.30,    0.001212266
872.70,    0.001513234
873.10,     0.00383549
873.51,    0.007613868
873.91,     0.01122881
874.31,     0.01208606
874.72,    0.009743369
875.12,    0.005191065
875.52,   6.486216E-05
875.92,   -0.002898889
876.33,   -0.002915135
876.73,  -0.0009853622
877.13,    0.002127851
877.53,     0.00524724
877.94,    0.007822068
878.34,     0.01027869
878.74,     0.01193359
879.14,     0.01160444
879.55,    0.009213616
879.95,    0.004990168
880.35,   0.0004880738
880.75,   -0.001651617
881.15,  -0.0008614926
881.56,    0.002170819
881.96,    0.005858245
882.36,    0.007346716
882.76,    0.005884647
883.16,    0.002510258
883.56,   -0.001589889
883.97,   -0.004434054
884.37,   -0.005318211
884.77,   -0.005002052
885.17,   -0.003604032
885.57,   -0.001227853
885.97,    0.001830396
886.37,      0.0056534
886.77,    0.009192687
887.18,     0.01053659
887.58,    0.009282164
887.98,    0.005907692
888.38,    0.001877053
888.78,  -0.0004101008
889.18,  -0.0004110452
889.58,    0.001171392
889.98,    0.003338757
890.38,    0.004217255
890.78,    0.003303857
891.18,    0.001528916
891.58,  -0.0006348078
891.99,    -0.00258318
892.39,   -0.003927331
892.79,   -0.004956378
893.19,   -0.004837158
893.59,   -0.002117278
893.99,    0.003105458
894.39,     0.01006426
894.79,     0.01682804
895.19,     0.02042461
895.59,     0.02022176
895.99,       0.017153
896.39,     0.01256912
896.79,    0.008678222
897.19,    0.006218765
897.59,    0.004550138
897.99,    0.003657376
898.38,    0.003457279
898.78,    0.003794523
899.18,    0.004984559
899.58,    0.006219562
899.98,    0.006049158
900.38,    0.004307056
900.78,    0.001344482
901.18,   -0.001591458
901.58,   -0.002297739
901.98,  -0.0003540396
902.38,     0.00336857
902.78,    0.007643751
903.17,     0.01042112
903.57,     0.01102286
903.97,     0.01015277
904.37,    0.008152797
904.77,    0.005525257
905.17,    0.002657613
905.57,  -0.0005900798
905.96,   -0.003392234
906.36,   -0.004196014
906.76,   -0.002695374
907.16,   0.0006388174
907.56,    0.004578164
907.96,    0.007185623
908.35,    0.007942822
908.75,    0.007333016
909.15,    0.005790889
909.55,    0.004204303
909.95,    0.002979876
910.34,    0.001810502
910.74,   0.0009003533
911.14,   0.0005922627
911.54,   0.0008856973
911.93,    0.001834018
912.33,    0.002942507
912.73,    0.003220975
913.13,    0.002530273
913.52,    0.001264447
913.92,   3.901282E-05
914.32,  -0.0001198658
914.72,   0.0009918917
915.11,    0.002830055
915.51,    0.005176593
915.91,    0.007682118
916.30,    0.009952788
916.70,     0.01200659
917.10,     0.01300109
917.49,     0.01160463
917.89,    0.007745386
918.29,     0.00192105
918.68,   -0.004422625
919.08,   -0.008695468
919.48,    -0.01014002
919.87,   -0.009535111
920.27,   -0.007744655
920.67,   -0.006332701
921.06,   -0.005866484
921.46,   -0.005653885
921.85,   -0.006088041
922.25,   -0.007872316
922.65,    -0.01080296
923.04,    -0.01468789
923.44,    -0.01770169
923.83,    -0.01661072
924.23,    -0.01084408
924.63,   -0.001650326
925.02,    0.008498641
925.42,     0.01590502
925.81,     0.01941334
926.21,     0.01973585
926.60,     0.01788173
927.00,      0.0157046
927.39,     0.01392077
927.79,     0.01213294
928.18,    0.009814462
928.58,    0.006123609
928.97,    0.001081827
929.37,   -0.004634328
929.76,   -0.009608737
930.16,    -0.01171716
930.55,    -0.01041502
930.95,   -0.006333916
931.34,   -0.001094264
931.74,    0.002686429
932.13,    0.004259283
932.53,    0.004239828
932.92,    0.003666708
933.31,    0.004401474
933.71,    0.006865109
934.10,     0.01021317
934.50,     0.01374519
934.89,     0.01634028
935.29,     0.01768217
935.68,     0.01845481
936.07,     0.01856325
936.47,     0.01781686
936.86,     0.01634445
937.25,     0.01388569
937.65,     0.01193883
938.04,     0.01307525
938.44,     0.01757134
938.83,     0.02469945
939.22,     0.03127146
939.62,       0.032372
940.01,     0.02709204
940.40,     0.01668897
940.80,    0.005021647
941.19,  -0.0009174027
941.58,   0.0009733399
941.97,     0.00879512
942.37,     0.01840732
942.76,     0.02299164
943.15,     0.02067329
943.55,     0.01344287
943.94,    0.004691696
944.33,  -0.0003602163
944.72,  -0.0003730829
945.12,    0.003097419
945.51,    0.007229148
945.90,    0.007120793
946.29,     0.00153863
946.69,     -0.0075291
947.08,    -0.01664709
947.47,     -0.0204601
947.86,    -0.01749946
948.25,   -0.009595905
948.65,   0.0005689946
949.04,    0.009134496
949.43,     0.01485927
949.82,     0.01870813
950.21,     0.02144104
950.60,     0.02422084
951.00,     0.02731808
951.39,     0.03005251
951.78,     0.03193305
952.17,     0.03266333
952.56,     0.03225233
952.95,     0.03072658
953.34,     0.02897115
953.74,     0.02860363
954.13,     0.02997716
954.52,     0.03275736
954.91,     0.03481421
955.30,     0.03254684
955.69,     0.02542425
956.08,       0.014854
956.47,    0.003902229
956.86,   -0.001929016
957.25,  -0.0009597251
957.64,    0.004793195
958.03,     0.01339589
958.42,     0.02181072
958.81,     0.02858216
959.20,     0.03445914
959.59,     0.03798592
959.98,     0.03689776
960.37,     0.03103515
960.76,     0.02066714
961.15,     0.00904165
961.54,    0.002234536
961.93,     0.00198405
962.32,    0.006983488
962.71,     0.01356839
963.10,     0.01575021
963.49,     0.01208005
963.88,    0.004266695
964.27,   -0.004589836
964.66,   -0.008897661
965.05,   -0.006699949
965.44,   0.0003535295
965.83,    0.009079694
966.22,     0.01503467
966.61,     0.01680803
966.99,     0.01491948
967.38,     0.01212803
967.77,     0.01311766
968.16,     0.01864803
968.55,     0.02728697
968.94,     0.03377572
969.33,     0.03055479
969.71,     0.01644012
970.10,   -0.006932061
970.49,    -0.03192408
970.88,    -0.04179289
971.27,    -0.03121933
971.66,   -0.006645401
972.04,     0.02046863
972.43,     0.03620638
972.82,     0.03818175
973.21,     0.03029035
973.60,     0.01736207
973.98,    0.008743161
974.37,    0.007865574
974.76,      0.0114095
975.15,     0.01595906
975.53,     0.01646653
975.92,     0.01161383
976.31,    0.003938018
976.70,   -0.004584801
977.08,    -0.01150615
977.47,    -0.01563964
977.86,    -0.01760348
978.24,    -0.01735289
978.63,    -0.01471241
979.02,    -0.01003197
979.40,   -0.003692879
979.79,    0.003785472
980.18,     0.01170607
980.56,     0.01959577
980.95,     0.02723159
981.34,     0.03338136
981.72,     0.03636423
982.11,     0.03580896
982.50,     0.03193539
982.88,     0.02673459
983.27,     0.02355482
983.65,     0.02341902
984.04,     0.02598348
984.43,     0.02860331
984.81,     0.02696911
985.20,     0.01998277
985.58,    0.008210466
985.97,   -0.003983844
986.35,   -0.008684175
986.74,   -0.003808401
987.13,     0.00874424
987.51,     0.02126387
987.90,     0.02288967
988.28,     0.01194293
988.67,   -0.009224312
989.05,    -0.03105216
989.44,    -0.03528142
989.82,    -0.01798207
990.21,     0.01351378
990.59,     0.04526017
990.98,     0.05822895
991.36,     0.04870922
991.75,     0.02232704
992.13,    -0.01165282
992.51,    -0.03408384
992.90,    -0.03691446
993.28,    -0.02604249
993.67,   -0.008080179
994.05,    0.007784375
994.44,     0.01839809
994.82,     0.02653918
995.20,     0.03246225
995.59,     0.03590661
995.97,     0.03701498
996.35,     0.03512777
996.74,     0.03035638
997.12,     0.02379255
997.51,     0.01616738
997.89,    0.007718437
998.27,   0.0003931657
998.66,     -0.0030784
999.04,     -0.0021755
999.42,    0.002656299
999.81,    0.008481824
1000.19,     0.01000775
1000.57,    0.006043566
1000.95,   -0.001668768
1001.34,    -0.00995048
1001.72,    -0.01405736
1002.10,    -0.01276919
1002.49,   -0.007429101
1002.87,   0.0001830356
1003.25,    0.006872718
1003.63,     0.01123384
1004.02,      0.0138325
1004.40,     0.01576057
1004.78,     0.01882037
1005.16,     0.02333307
1005.54,     0.02852093
1005.93,     0.03250542
1006.31,     0.03231848
1006.69,     0.02741584
1007.07,     0.01898833
1007.45,     0.00987857
1007.83,    0.004607834
1008.22,    0.004460428
1008.60,    0.008370426
1008.98,     0.01412482
1009.36,     0.01787625
1009.74,     0.01877666
1010.12,      0.0183392
1010.50,     0.01783177
1010.88,     0.01957054
1011.26,     0.02374572
1011.65,      0.0280776
1012.03,     0.03275726
1012.41,     0.03836579
1012.79,     0.04442586
1013.17,     0.05161384
1013.55,     0.05513896
1013.93,     0.04704518
1014.31,     0.02617587
1014.69,   -0.006087444
1015.07,    -0.03888447
1015.45,    -0.05057185
1015.83,    -0.03508037
1016.21,   0.0003108492
1016.59,     0.03895914
1016.97,     0.05868958
1017.35,     0.05534848
1017.73,     0.03479884
1018.11,    0.007960502
1018.49,    -0.00580266
1018.87,  -0.0008953501
1019.25,     0.01664253
1019.63,     0.03592808
1020.01,     0.03966784
1020.38,     0.02338262
1020.76,   -0.007489093
1021.14,     -0.0424198
1021.52,    -0.06011429
1021.90,    -0.05293656
1022.28,    -0.02937703
1022.66,   0.0005052306
1023.04,     0.02317988
1023.41,     0.03448613
1023.79,     0.03888211
1024.17,     0.03664299
1024.55,     0.02759212
1024.93,     0.01255229
