run_id,polymer_id,heat_min,n,mean_abs_activity,std_abs_activity,sem_abs_activity,mean_REA_percent,std_REA_percent,sem_REA_percent
260203-2,PMBTA-3,60.0,3,24.07171717171718,1.6527525343196532,0.954217120593288,8.813436215431537,0.6502984529073551,0.3754499868396587
260203-2,PMBTA-4,0.0,3,174.62190476190472,139.54073580736147,80.5638813812986,100.0,0.0,0.0
260203-2,PMBTA-4,5.0,3,105.24126984126976,139.89138338034442,80.76632785195099,110.79051589132276,109.58039768736252,63.266272102705
260203-2,PMBTA-4,10.0,3,117.2909523809523,166.20131905343607,95.95637629517219,82.66336114678232,63.35031496564303,36.575321398661586
260203-2,PMBTA-4,15.0,3,334.4488888888888,13.28554324291105,7.670411967625109,882.7418875313614,1302.4687512171374,751.98068412629
260203-2,PMBTA-4,20.0,3,250.83999999999995,21.594236113679354,12.467438033177114,713.2480136594731,1073.0430659904996,619.5217030016763
260203-2,PMBTA-4,40.0,3,140.71563492063493,7.9340409574558795,4.580720682548669,368.70105394393244,542.9895464315669,313.49516079941793
260203-2,PMBTA-4,60.0,3,22.66728715728716,1.5134425156646119,0.8737864438219881,56.10594497205861,81.20502942208518,46.88374559639236
260203-2,PMBTA-5,0.0,3,95.95142857142854,147.13492584264645,84.94838904244756,100.0,0.0,0.0
260203-2,PMBTA-5,5.0,3,183.16190476190468,139.20358594893693,80.36922781977995,850.9571000780992,1195.2985619506335,690.1059465041709
260203-2,PMBTA-5,10.0,3,282.28873015873006,37.11555674453158,21.42867667757814,1638.0623631059395,1338.0821951545076,772.5421155703004
260203-2,PMBTA-5,15.0,3,314.131111111111,22.952776722202028,13.251791819212718,1979.8376674961748,1618.333723889554,934.3454111262836
260203-2,PMBTA-5,20.0,3,243.98333333333326,16.44154629116266,9.492531177096454,1477.8872081263535,1227.1141192648608,708.474667083958
260203-2,PMBTA-5,40.0,3,134.96309523809524,6.389135322566548,3.688768998372743,821.0101223134947,675.7573656745717,390.14869697908637
260203-2,PMBTA-5,60.0,3,23.085959595959597,1.9568672217445953,1.1297978172425973,137.45523100105046,112.54200938352187,64.97615941271775
260203-2,PMPC,0.0,3,173.35460317460306,140.6390749492114,81.19800778050715,100.0,1.0048591735576161e-14,5.801557143511546e-15
260203-2,PMPC,5.0,3,229.18158730158726,63.86944646453068,36.87504210928918,857.7087055684589,1342.4858416630773,775.084562067439
260203-2,PMPC,10.0,3,222.25507936507927,158.17281527107784,91.32111747523774,1119.2747282752848,1832.4140315653963,1057.944734391129
260203-2,PMPC,15.0,3,302.9555555555555,8.720717563068726,5.034908632564426,1009.6043930812552,1543.926476191801,891.3863666383266
260203-2,PMPC,20.0,3,260.97888888888883,5.37680753414695,3.1043012772205496,851.4539410092729,1296.2434587202492,748.3865098274275
260203-2,PMPC,40.0,3,144.08373015873016,8.323707448476899,4.805694736033831,447.0840897846583,673.1573274710215,388.64756422236337
260203-2,PMPC,60.0,3,23.554747474747483,1.3162140078101587,0.7599165117203514,81.61195358447493,125.81183213201071,72.6374951486564
260203-2,PMTAC,0.0,3,104.77095238095232,159.78480837245226,92.25180212624808,100.0,0.0,0.0
260203-2,PMTAC,5.0,3,258.35650793650785,4.525115634340964,2.61257672960094,1424.8925623175567,1190.1224183579802,687.1174986075883
260203-2,PMTAC,10.0,3,132.73952380952372,187.6499977475314,108.33977671296992,1156.2708031023237,1840.8399492525552,1062.8094402359798
260203-2,PMTAC,15.0,3,299.57555555555547,8.878662520230632,5.126098196098997,1671.856155553546,1426.8983741999532,823.8201604505824
260203-2,PMTAC,20.0,3,253.4866666666666,13.834306793057753,7.987240751023762,1411.1155213961767,1218.8239682101796,703.6883461409151
260203-2,PMTAC,40.0,3,141.0985714285714,10.242088667459777,5.913272649221918,806.3959731003637,672.7803418322887,388.4299114623604
260203-2,PMTAC,60.0,3,23.523838383838385,1.4169290027483243,0.8180643411593331,131.38893462413802,108.51520717683196,62.651284074711945
