plate_id,time_s,A1,A2,A3,A4,A5,A6,A7,B1,B2,B3,B4,B5,B6,B7,C1,C2,C3,C4,C5,C6,C7,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,F1,F2,F3,F4,F5,F6,F7,G1,G2,G3,G4,G5,G6,G7,H1,H2,H3,H4,H5,H6,H7
plate1,306.0,620.0,842.0,720.0,448.0,118.0,50.0,50.0,584.0,642.0,686.0,798.0,868.0,528.0,332.0,622.0,548.0,636.0,714.0,892.0,498.0,284.0,646.0,550.0,626.0,694.0,718.0,942.0,580.0,548.0,546.0,592.0,670.0,708.0,714.0,486.0,652.0,584.0,574.0,652.0,724.0,750.0,650.0,592.0,642.0,768.0,870.0,612.0,206.0,94.0,634.0,688.0,762.0,752.0,448.0,122.0,48.0
plate1,336.0,562.0,696.0,766.0,536.0,132.0,50.0,50.0,558.0,660.0,606.0,686.0,904.0,556.0,334.0,522.0,544.0,596.0,668.0,842.0,564.0,304.0,638.0,558.0,606.0,666.0,688.0,812.0,606.0,490.0,516.0,582.0,632.0,710.0,744.0,486.0,584.0,546.0,578.0,584.0,636.0,712.0,776.0,590.0,600.0,666.0,862.0,660.0,280.0,112.0,600.0,624.0,738.0,764.0,528.0,132.0,74.0
plate1,366.0,554.0,696.0,842.0,508.0,142.0,56.0,56.0,564.0,554.0,556.0,726.0,766.0,496.0,384.0,504.0,524.0,544.0,566.0,846.0,536.0,306.0,568.0,532.0,556.0,580.0,646.0,790.0,650.0,522.0,464.0,548.0,594.0,636.0,870.0,486.0,530.0,468.0,496.0,530.0,540.0,600.0,740.0,522.0,588.0,642.0,862.0,728.0,240.0,156.0,536.0,624.0,714.0,826.0,532.0,158.0,66.0
plate1,396.0,476.0,686.0,846.0,546.0,134.0,60.0,60.0,474.0,480.0,534.0,608.0,726.0,620.0,396.0,452.0,524.0,554.0,552.0,768.0,632.0,364.0,500.0,490.0,476.0,568.0,640.0,762.0,752.0,472.0,488.0,476.0,562.0,588.0,888.0,536.0,490.0,474.0,490.0,490.0,574.0,576.0,836.0,496.0,528.0,602.0,854.0,714.0,254.0,126.0,502.0,578.0,682.0,878.0,592.0,130.0,72.0
plate1,426.0,424.0,592.0,876.0,632.0,164.0,78.0,78.0,474.0,476.0,520.0,552.0,656.0,724.0,416.0,412.0,446.0,514.0,544.0,670.0,700.0,398.0,462.0,456.0,470.0,490.0,538.0,694.0,778.0,396.0,434.0,422.0,516.0,576.0,914.0,556.0,438.0,410.0,468.0,438.0,466.0,542.0,876.0,420.0,490.0,522.0,790.0,766.0,262.0,148.0,446.0,496.0,560.0,898.0,604.0,164.0,90.0
plate1,456.0,424.0,500.0,860.0,658.0,152.0,64.0,64.0,428.0,466.0,456.0,500.0,620.0,708.0,446.0,422.0,454.0,450.0,456.0,604.0,662.0,412.0,432.0,438.0,434.0,496.0,532.0,642.0,742.0,396.0,394.0,380.0,452.0,460.0,858.0,632.0,438.0,404.0,432.0,438.0,454.0,504.0,926.0,458.0,464.0,500.0,802.0,800.0,284.0,158.0,502.0,466.0,564.0,934.0,670.0,150.0,82.0
plate1,486.0,392.0,506.0,822.0,674.0,168.0,92.0,92.0,402.0,448.0,452.0,520.0,562.0,746.0,504.0,412.0,404.0,444.0,506.0,620.0,708.0,442.0,422.0,424.0,402.0,478.0,496.0,612.0,782.0,386.0,368.0,392.0,442.0,462.0,842.0,658.0,442.0,336.0,338.0,442.0,430.0,484.0,902.0,364.0,442.0,498.0,750.0,808.0,324.0,152.0,396.0,466.0,538.0,838.0,686.0,156.0,72.0
plate1,516.0,326.0,452.0,796.0,680.0,186.0,80.0,80.0,420.0,388.0,406.0,474.0,604.0,786.0,516.0,346.0,424.0,360.0,422.0,528.0,776.0,392.0,374.0,330.0,368.0,452.0,464.0,510.0,852.0,306.0,348.0,376.0,422.0,452.0,870.0,700.0,348.0,354.0,410.0,348.0,416.0,444.0,828.0,368.0,388.0,440.0,642.0,790.0,338.0,178.0,340.0,370.0,472.0,788.0,696.0,208.0,100.0
plate1,546.0,332.0,460.0,752.0,744.0,180.0,76.0,76.0,360.0,376.0,372.0,450.0,524.0,840.0,512.0,342.0,308.0,358.0,442.0,478.0,774.0,460.0,364.0,346.0,336.0,404.0,410.0,532.0,936.0,314.0,352.0,354.0,392.0,408.0,752.0,718.0,326.0,306.0,374.0,326.0,416.0,436.0,838.0,352.0,368.0,460.0,616.0,954.0,320.0,176.0,342.0,404.0,462.0,742.0,720.0,220.0,98.0
plate1,576.0,314.0,420.0,698.0,772.0,186.0,102.0,102.0,354.0,346.0,342.0,396.0,496.0,878.0,550.0,342.0,362.0,322.0,410.0,490.0,808.0,498.0,318.0,328.0,356.0,364.0,418.0,464.0,908.0,308.0,320.0,336.0,336.0,388.0,724.0,838.0,340.0,286.0,322.0,340.0,346.0,390.0,802.0,316.0,348.0,412.0,606.0,928.0,354.0,164.0,328.0,334.0,414.0,734.0,788.0,180.0,110.0
plate1,606.0,244.0,366.0,678.0,804.0,180.0,98.0,98.0,316.0,324.0,342.0,376.0,448.0,858.0,486.0,328.0,332.0,306.0,340.0,450.0,842.0,510.0,312.0,322.0,328.0,336.0,366.0,462.0,892.0,288.0,274.0,286.0,352.0,366.0,682.0,790.0,312.0,290.0,302.0,312.0,352.0,344.0,774.0,298.0,328.0,382.0,536.0,928.0,378.0,176.0,274.0,304.0,384.0,688.0,766.0,218.0,92.0
